Produkttransaktioner;;;;;;;;;;;;;;;;
Ordernr;External Customer no.;Kundnamn;Fakt.nr;Fakturadatum;Redovisn. år/period;Produktnr;Er ref.;Benämning;Antal;Märke;Trans.upplysn. 1;Invoice Reference (R7);Order category;Belopp;ISO-kod;Belopp (SEK)
4492;3629;World Coffee Research;12003140;5/20/2025;2025/5;SNP04;Jarrod Harris;SNP-genotyping routine test - sets of 4 plates;384;;;;0;10099.20;USD;101012.20
4492;3629;World Coffee Research;12003140;5/20/2025;2025/5;Fritext;Jarrod Harris;Order contact: robert@worldcoffeeresearch.org;1;;;;0;0.00;USD;0.00
4576;3629;World Coffee Research;1100209;6/18/2025;2025/6;SNP04;Jarrod Harris;SNP-genotyping routine test - sets of 4 plates;-384;;;;0;-10099.20;USD;-101012.20
4576;3629;World Coffee Research;1100209;6/18/2025;2025/6;Fritext;Jarrod Harris;Order contact: robert@worldcoffeeresearch.org;-1;;;;0;0.00;USD;0.00
4559;3629;World Coffee Research;12003202;6/18/2025;2025/6;Lab No;Jarrod Harris;SE-25-0372;1;;;;0;0.00;USD;0.00
4559;3629;World Coffee Research;12003202;6/18/2025;2025/6;EXT001;Jarrod Harris;DNA preparation standard high-throughput;384;;;;0;729.60;USD;7045.75
4559;3629;World Coffee Research;12003202;6/18/2025;2025/6;SNP002;Jarrod Harris;Routine SNP analysis (KASP technology);38400;;;;0;3840.00;USD;37082.88
4559;3629;World Coffee Research;12003202;6/18/2025;2025/6;PTU009;Jarrod Harris;Additional 30% to total invoice value for 4 plate order;1;;;;0;1370.88;USD;13238.59
4560;3629;World Coffee Research;12003265;6/30/2025;2025/6;Lab No;Jarrod Harris;SE-25-0316;1;;;;0;0.00;USD;0.00
4560;3629;World Coffee Research;12003265;6/30/2025;2025/6;EXT001;Jarrod Harris;DNA preparation standard high-throughput;864;;;;0;1641.60;USD;15852.93
4560;3629;World Coffee Research;12003265;6/30/2025;2025/6;SNP002;Jarrod Harris;Routine SNP analysis (KASP technology);35424;;;;0;3542.40;USD;34208.96
4560;3629;World Coffee Research;12003265;6/30/2025;2025/6;SNP003;Jarrod Harris;Assigning of coffee variety;9;;;;0;180.00;USD;1738.26
4560;3629;World Coffee Research;12003265;6/30/2025;2025/6;PTU008;Jarrod Harris;Additional 20% to total invoice value;1;;;;0;1072.80;USD;10360.03
4647;3629;World Coffee Research;12003282;6/30/2025;2025/6;Lab No;Jarrod Harris;SE-25-0523;1;;;;0;0.00;USD;0.00
4647;3629;World Coffee Research;12003282;6/30/2025;2025/6;EXT001;Jarrod Harris;DNA preparation standard high-throughput;6144;;;;0;11673.60;USD;112731.96
4647;3629;World Coffee Research;12003282;6/30/2025;2025/6;SNP002;Jarrod Harris;Routine SNP analysis (KASP technology);30720;;;;0;3072.00;USD;29666.30
4648;3629;World Coffee Research;12003283;6/30/2025;2025/6;Lab No;Jarrod Harris;SE-25-0551;1;;;;0;0.00;USD;0.00
4648;3629;World Coffee Research;12003283;6/30/2025;2025/6;EXT001;Jarrod Harris;DNA preparation standard high-throughput;192;;;;0;364.80;USD;3522.87
4648;3629;World Coffee Research;12003283;6/30/2025;2025/6;SNP002;Jarrod Harris;Routine SNP analysis (KASP technology);7872;;;;0;787.20;USD;7601.99
4648;3629;World Coffee Research;12003283;6/30/2025;2025/6;PTU010;Jarrod Harris;Additional 40% to total invoice value for orders;1;;;;0;460.60;USD;4448.01
4699;3629;World Coffee Research;12003338;7/29/2025;2025/7;Lab No;Jarrod Harris;SE-25-0735, 28 pl, 44 SNP;1;;;;0;0.00;USD;0.00
4699;3629;World Coffee Research;12003338;7/29/2025;2025/7;EXT001;Jarrod Harris;DNA preparation standard high-throughput;2688;;;;0;5107.20;USD;48503.08
4699;3629;World Coffee Research;12003338;7/29/2025;2025/7;SNP002;Jarrod Harris;Routine SNP analysis (KASP technology);118272;;;;0;11827.20;USD;112322.92
4603;3589;Växtab;12003244;6/30/2025;2025/6;Fritext;Fredrik Tidström;SE-25-0531;1;;;;0;0.00;SEK;0.00
4603;3589;Växtab;12003244;6/30/2025;2025/6;TPS006;Fredrik Tidström;Soil Package club root, incl. DNA prep;1;;;;0;1745.00;SEK;1745.00
4568;2047;CIRAD - UMR AGAP;12003263;6/30/2025;2025/6;Lab No;rami@cirad.fr;SE-25-0348;1;;;;0;0.00;USD;0.00
4568;2047;CIRAD - UMR AGAP;12003263;6/30/2025;2025/6;EXD01;rami@cirad.fr;DArTag Routine 1K;384;;;;0;4992.00;USD;48207.74
4568;2047;CIRAD - UMR AGAP;12003263;6/30/2025;2025/6;ADS005;rami@cirad.fr;Administration fee shipment, incl. emballage;1;;;;0;66.00;USD;637.36
4568;2047;CIRAD - UMR AGAP;12003263;6/30/2025;2025/6;ADS008;rami@cirad.fr;Shipment actual costs;1;;;;0;215.00;USD;2076.26
4568;2047;CIRAD - UMR AGAP;12003263;6/30/2025;2025/6;Fritext;rami@cirad.fr;Quote: 250401-0900-PA;1;;;;0;0.00;USD;0.00
4745;2047;CIRAD - UMR AGAP;12003309;7/28/2025;2025/7;Lab No;rami@cirad.fr;SE-25-0463;1;;;;0;0.00;USD;0.00
4745;2047;CIRAD - UMR AGAP;12003309;7/28/2025;2025/7;EXT001;rami@cirad.fr;DNA preparation standard high-throughput;384;;;;0;787.20;USD;7476.04
4745;2047;CIRAD - UMR AGAP;12003309;7/28/2025;2025/7;SNP002;rami@cirad.fr;Routine SNP analysis (KASP technology);7680;;;;0;844.80;USD;8023.07
4745;2047;CIRAD - UMR AGAP;12003309;7/28/2025;2025/7;PTU009;rami@cirad.fr;Additional 30% to total invoice value for orders;1;;;;0;489.60;USD;4649.73
4745;2047;CIRAD - UMR AGAP;12003309;7/28/2025;2025/7;Fritext;rami@cirad.fr;250525-1530-PA;1;;;;0;0.00;USD;0.00
4448;643;Björkman Jordbruksdrift AB;12003119;4/29/2025;2025/4;Fritext;Kristofer Björkman;SE-25-0332;1;;;;0;0.00;SEK;0.00
4448;643;Björkman Jordbruksdrift AB;12003119;4/29/2025;2025/4;TPS003;Kristofer Björkman;Potato Package PV437, PF171, incl. DNA prep;3;;;;0;8052.00;SEK;8052.00
4448;643;Björkman Jordbruksdrift AB;12003119;4/29/2025;2025/4;XX050;Kristofer Björkman;Accelerated turnaround time Express;1;;;;0;4026.00;SEK;4026.00
4448;643;Björkman Jordbruksdrift AB;12003119;4/29/2025;2025/4;Fritext;Kristofer Björkman;SE-25-0361;1;;;;0;0.00;SEK;0.00
4448;643;Björkman Jordbruksdrift AB;12003119;4/29/2025;2025/4;QLB06;Kristofer Björkman;Qualitative test - NN;1;;;;0;3722.00;SEK;3722.00
4632;1831;Intertek Testing Services Ltd Shanghai;12003222;6/30/2025;2025/6;Lab No;Will Bian;SE-25-0516;1;;;;0;0.00;USD;0.00
4632;1831;Intertek Testing Services Ltd Shanghai;12003222;6/30/2025;2025/6;EXT007;Will Bian;DNA preparation Bulk seeds;1;;;;0;132.00;USD;1274.72
4632;1831;Intertek Testing Services Ltd Shanghai;12003222;6/30/2025;2025/6;PCR003;Will Bian;Qualitative test GMO;14;;;;0;131.60;USD;1270.86
4632;1831;Intertek Testing Services Ltd Shanghai;12003222;6/30/2025;2025/6;Fritext;Will Bian;MV AMALIA - Seal 018464;1;;;;0;0.00;USD;0.00
4633;1831;Intertek Testing Services Ltd Shanghai;12003221;6/30/2025;2025/6;Lab No;Will Bian;SE-25-0570;1;;;;0;0.00;USD;0.00
4633;1831;Intertek Testing Services Ltd Shanghai;12003221;6/30/2025;2025/6;EXT007;Will Bian;DNA preparation Bulk seeds;1;;;;0;132.00;USD;1274.72
4633;1831;Intertek Testing Services Ltd Shanghai;12003221;6/30/2025;2025/6;PCR003;Will Bian;Qualitative test GMO;14;;;;0;131.60;USD;1270.86
4634;1831;Intertek Testing Services Ltd Shanghai;12003220;6/30/2025;2025/6;Lab No;Will Bian;SE-25-0639;1;;;;0;0.00;USD;0.00
4634;1831;Intertek Testing Services Ltd Shanghai;12003220;6/30/2025;2025/6;EXT007;Will Bian;DNA preparation Bulk seeds;1;;;;0;132.00;USD;1274.72
4634;1831;Intertek Testing Services Ltd Shanghai;12003220;6/30/2025;2025/6;PCR003;Will Bian;Qualitative test GMO;14;;;;0;131.60;USD;1270.86
4711;2088;Bengt Tufvesson;;7/29/2025;2025/7;Fritext;Bengt Tufvesson;SE-25-0711;1;;;;0;0.00;SEK;0.00
4711;2088;Bengt Tufvesson;;7/29/2025;2025/7;TPC004;Bengt Tufvesson;Soil Campaign package club root, incl. DNA prep;1;;;;0;1745.00;SEK;1745.00
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;Fritext;erossi@maniagro.com;SE-24-1729;1;;;;0;0.00;USD;0.00
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;SNP005;erossi@maniagro.com;Assay design of new markers (KASP);1;;;;0;54.00;USD;540.11
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;Fritext;erossi@maniagro.com;SE-25-0229;1;;;;0;0.00;USD;0.00
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;SNP002;erossi@maniagro.com;Routine SNP analysis (KASP technology);2688;;;;0;349.44;USD;3495.10
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;PTU009;erossi@maniagro.com;Additional 30% to total invoice value for orders of 4, 5, 6,;1;;;;0;104.83;USD;1048.51
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;Fritext;erossi@maniagro.com;SE-25-0230;1;;;;0;0.00;USD;0.00
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;EXT004;erossi@maniagro.com;DNA preparation High molecular weight (Method A);672;;;;0;2385.60;USD;23860.77
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;OSV007;erossi@maniagro.com;Routine SNP analysis (DArTag technology);384;;;;0;4608.00;USD;46089.22
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;OSV008;erossi@maniagro.com;Routine SNP analysis (DArTag technology);288;;;;0;4608.00;USD;46089.22
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;OSV005;erossi@maniagro.com;Administration fee - Other services;1;;;;0;67.00;USD;670.13
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;ADS008;erossi@maniagro.com;Shipment actual costs;1;;;;0;150.00;USD;1500.30
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;ADS001;erossi@maniagro.com;Aliquoting DNA;7;;;;0;140.00;USD;1400.28
4452;1023;DRS - Maniagro Argentina;12003125;5/20/2025;2025/5;ADS002;erossi@maniagro.com;Additional quality control of DNA;7;;;;0;511.00;USD;5111.02
4479;1291;Gippsland Seed Services Pty Ltd;12003143;5/20/2025;2025/5;Fritext;Kelly Pryor-Holmes;SE-25-0299;1;;;;0;0.00;EUR;0.00
4479;1291;Gippsland Seed Services Pty Ltd;12003143;5/20/2025;2025/5;PP001;Kelly Pryor-Holmes;DNA-preparation - bulk 1;11;;;;0;1485.00;EUR;16040.97
4479;1291;Gippsland Seed Services Pty Ltd;12003143;5/20/2025;2025/5;QLB03;Kelly Pryor-Holmes;Qualitative test - GM;33;;;;0;396.00;EUR;4277.59
4543;1291;Gippsland Seed Services Pty Ltd;12003192;5/30/2025;2025/5;Fritext;Kelly Pryor-Holmes;SE-25-0406;1;;;;0;0.00;EUR;0.00
4543;1291;Gippsland Seed Services Pty Ltd;12003192;5/30/2025;2025/5;PP001;Kelly Pryor-Holmes;DNA-preparation - bulk 1;7;;;;0;945.00;EUR;10338.30
4543;1291;Gippsland Seed Services Pty Ltd;12003192;5/30/2025;2025/5;QLB03;Kelly Pryor-Holmes;Qualitative test - GM;21;;;;0;252.00;EUR;2756.88
4544;1291;Gippsland Seed Services Pty Ltd;12003191;5/30/2025;2025/5;Fritext;Kelly Pryor-Holmes;SE-25-0461;1;;;;0;0.00;EUR;0.00
4544;1291;Gippsland Seed Services Pty Ltd;12003191;5/30/2025;2025/5;PP001;Kelly Pryor-Holmes;DNA-preparation - bulk 1;12;;;;0;1620.00;EUR;17722.80
4544;1291;Gippsland Seed Services Pty Ltd;12003191;5/30/2025;2025/5;QLB03;Kelly Pryor-Holmes;Qualitative test - GM;36;;;;0;432.00;EUR;4726.08
4724;1291;Gippsland Seed Services Pty Ltd;12003379;7/29/2025;2025/7;Fritext;Kelly Pryor-Holmes;SE-25-0666 3 Maize GM MPI;1;;;;0;0.00;EUR;0.00
4724;1291;Gippsland Seed Services Pty Ltd;12003379;7/29/2025;2025/7;PP001;Kelly Pryor-Holmes;DNA-preparation - bulk 1;3;;;;0;405.00;EUR;4430.70
4724;1291;Gippsland Seed Services Pty Ltd;12003379;7/29/2025;2025/7;QLB03;Kelly Pryor-Holmes;Qualitative test - GM;9;;;;0;108.00;EUR;1181.52
4737;4103;International Institute of Tropical Agriculture (IITA);12003380;7/29/2025;2025/7;Lab No;Brigitte Uwimana;SE-25-0650;1;;;;0;0.00;USD;0.00
4737;4103;International Institute of Tropical Agriculture (IITA);12003380;7/29/2025;2025/7;SNP04;Brigitte Uwimana;SNP-genotyping routine test - sets of 4 plates;384;;;;0;1152.00;USD;10940.54
4737;4103;International Institute of Tropical Agriculture (IITA);12003380;7/29/2025;2025/7;Fritext;Brigitte Uwimana;"Invoice: B.Uwimana@cgiar.org; cimmyt-eib-genotyping@cgiar.or";1;;;;0;0.00;USD;0.00
4661;172;AAK Sweden AB;12003363;7/29/2025;2025/7;Fritext;Antonia Nilsson;SE-25-0691;1;;;;0;0.00;SEK;0.00
4661;172;AAK Sweden AB;12003363;7/29/2025;2025/7;PP001;Antonia Nilsson;DNA-preparation - bulk 1;1;;;;0;990.00;SEK;990.00
4661;172;AAK Sweden AB;12003363;7/29/2025;2025/7;QLB03;Antonia Nilsson;Qualitative test - GM;5;;;;0;990.00;SEK;990.00
4661;172;AAK Sweden AB;12003363;7/29/2025;2025/7;XX100;Antonia Nilsson;Accelerated turnaround time Super express;1;;;;0;1980.00;SEK;1980.00
4662;172;AAK Sweden AB;12003362;7/29/2025;2025/7;Fritext;Camilla Folger;SE-25-0695;1;;;;0;0.00;SEK;0.00
4662;172;AAK Sweden AB;12003362;7/29/2025;2025/7;PP001;Camilla Folger;DNA-preparation - bulk 1;23;;;;0;22770.00;SEK;22770.00
4662;172;AAK Sweden AB;12003362;7/29/2025;2025/7;QLB03;Camilla Folger;Qualitative test - GM;115;;;;0;22770.00;SEK;22770.00
4644;172;AAK Sweden AB;12003234;6/30/2025;2025/6;Fritext;Camilla Folger;SE-25-0610;1;;;;0;0.00;SEK;0.00
4644;172;AAK Sweden AB;12003234;6/30/2025;2025/6;PP001;Camilla Folger;DNA-preparation - bulk 1;1;;;;0;990.00;SEK;990.00
4644;172;AAK Sweden AB;12003234;6/30/2025;2025/6;QLB03;Camilla Folger;Qualitative test - GM;5;;;;0;990.00;SEK;990.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;Fritext;Camilla Folger;SE-25-0301;1;;;;0;0.00;SEK;0.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;PP001;Camilla Folger;DNA-preparation - bulk 1;25;;;;0;24750.00;SEK;24750.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;QLB03;Camilla Folger;Qualitative test - GM;125;;;;0;24750.00;SEK;24750.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;Fritext;Camilla Folger;SE-25-0331;1;;;;0;0.00;SEK;0.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;PP001;Camilla Folger;DNA-preparation - bulk 1;1;;;;0;990.00;SEK;990.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;QLB03;Camilla Folger;Qualitative test - GM;5;;;;0;990.00;SEK;990.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;Fritext;Camilla Folger;SE-25-0334;1;;;;0;0.00;SEK;0.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;PP001;Camilla Folger;DNA-preparation - bulk 1;1;;;;0;990.00;SEK;990.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;QLB03;Camilla Folger;Qualitative test - GM;5;;;;0;990.00;SEK;990.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;Fritext;Camilla Folger;SE-25-0358;1;;;;0;0.00;SEK;0.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;PP001;Camilla Folger;DNA-preparation - bulk 1;2;;;;0;1980.00;SEK;1980.00
4440;172;AAK Sweden AB;12003153;5/20/2025;2025/5;QLB03;Camilla Folger;Qualitative test - GM;10;;;;0;1980.00;SEK;1980.00
4508;172;AAK Sweden AB;12003168;5/29/2025;2025/5;Fritext;Regina Eriksson, Antonia Nilsson;SE-25-0420;1;;;;0;0.00;SEK;0.00
4508;172;AAK Sweden AB;12003168;5/29/2025;2025/5;PP001;Regina Eriksson, Antonia Nilsson;DNA-preparation - bulk 1;1;;;;0;990.00;SEK;990.00
4508;172;AAK Sweden AB;12003168;5/29/2025;2025/5;QLB03;Regina Eriksson, Antonia Nilsson;Qualitative test - GM;5;;;;0;990.00;SEK;990.00
4508;172;AAK Sweden AB;12003168;5/29/2025;2025/5;XX100;Regina Eriksson, Antonia Nilsson;Accelerated turnaround time Super express;1;;;;0;1980.00;SEK;1980.00
4517;172;AAK Sweden AB;12003164;5/29/2025;2025/5;Fritext;Camilla Folger;SE-25-0427;1;;;;0;0.00;SEK;0.00
4517;172;AAK Sweden AB;12003164;5/29/2025;2025/5;PP001;Camilla Folger;DNA-preparation - bulk 1;1;;;;0;990.00;SEK;990.00
4517;172;AAK Sweden AB;12003164;5/29/2025;2025/5;QLB03;Camilla Folger;Qualitative test - GM;5;;;;0;990.00;SEK;990.00
4517;172;AAK Sweden AB;12003164;5/29/2025;2025/5;Fritext;Camilla Folger;SE-25-0450;1;;;;0;0.00;SEK;0.00
4517;172;AAK Sweden AB;12003164;5/29/2025;2025/5;PP001;Camilla Folger;DNA-preparation - bulk 1;1;;;;0;990.00;SEK;990.00
4517;172;AAK Sweden AB;12003164;5/29/2025;2025/5;QLB03;Camilla Folger;Qualitative test - GM;5;;;;0;990.00;SEK;990.00
4489;1878;Intertek USA Inc. IC Code 101;12003094;4/29/2025;2025/4;Fritext;Andrea Forsyth;SE-25-0356;1;;;;0;0.00;USD;0.00
4489;1878;Intertek USA Inc. IC Code 101;12003094;4/29/2025;2025/4;PP001;Andrea Forsyth;DNA-preparation - bulk 1;1;;;;0;132.00;USD;1320.26
4489;1878;Intertek USA Inc. IC Code 101;12003094;4/29/2025;2025/4;QLB03;Andrea Forsyth;Qualitative test - GM;3;;;;0;28.20;USD;282.06
4490;1878;Intertek USA Inc. IC Code 101;12003093;4/29/2025;2025/4;Fritext;Andrea Forsyth;SE-25-0395;1;;;;0;0.00;USD;0.00
4490;1878;Intertek USA Inc. IC Code 101;12003093;4/29/2025;2025/4;EXT015;Andrea Forsyth;DNA preparation Processed materials;17;;;;0;2567.00;USD;25675.13
4490;1878;Intertek USA Inc. IC Code 101;12003093;4/29/2025;2025/4;PCR003;Andrea Forsyth;Qualitative test GMO;102;;;;0;958.80;USD;9589.92
4621;1878;Intertek USA Inc. IC Code 101;12003224;6/30/2025;2025/6;Fritext;Andrea Forsyth;SE-25-0594;1;;;;0;0.00;USD;0.00
4621;1878;Intertek USA Inc. IC Code 101;12003224;6/30/2025;2025/6;EXT007;Andrea Forsyth;DNA preparation Bulk seeds;1;;;;0;132.00;USD;1274.72
4621;1878;Intertek USA Inc. IC Code 101;12003224;6/30/2025;2025/6;PCR003;Andrea Forsyth;Qualitative test GMO;6;;;;0;56.40;USD;544.65
4565;1878;Intertek USA Inc. IC Code 101;12003225;6/30/2025;2025/6;Fritext;Andrea Forsyth;SE-25-0554;1;;;;0;0.00;USD;0.00
4565;1878;Intertek USA Inc. IC Code 101;12003225;6/30/2025;2025/6;EXT015;Andrea Forsyth;DNA preparation Processed materials;1;;;;0;151.00;USD;1446.58
4565;1878;Intertek USA Inc. IC Code 101;12003225;6/30/2025;2025/6;PCR003;Andrea Forsyth;Qualitative test GMO;6;;;;0;56.40;USD;540.31
4537;1878;Intertek USA Inc. IC Code 101;12003162;5/29/2025;2025/5;Fritext;Andrea Forsyth;SE-25-0445;1;;;;0;0.00;USD;0.00
4537;1878;Intertek USA Inc. IC Code 101;12003162;5/29/2025;2025/5;EXT015;Andrea Forsyth;DNA preparation Processed materials;1;;;;0;151.00;USD;1446.58
4537;1878;Intertek USA Inc. IC Code 101;12003162;5/29/2025;2025/5;PCR003;Andrea Forsyth;Qualitative test GMO;6;;;;0;56.40;USD;540.31
4538;1878;Intertek USA Inc. IC Code 101;12003161;5/29/2025;2025/5;Fritext;Andrea Forsyth;SE-25-0493;1;;;;0;0.00;USD;0.00
4538;1878;Intertek USA Inc. IC Code 101;12003161;5/29/2025;2025/5;EXT015;Andrea Forsyth;DNA preparation Processed materials;1;;;;0;151.00;USD;1446.58
4538;1878;Intertek USA Inc. IC Code 101;12003161;5/29/2025;2025/5;PCR003;Andrea Forsyth;Qualitative test GMO;6;;;;0;56.40;USD;540.31
4779;1878;Intertek USA Inc. IC Code 101;12003394;7/30/2025;2025/7;Fritext;Andrea Forsyth;SE-25-0787;1;;;;0;0.00;USD;0.00
4779;1878;Intertek USA Inc. IC Code 101;12003394;7/30/2025;2025/7;EXT015;Andrea Forsyth;DNA preparation Processed materials;2;;;;0;302.00;USD;2868.09
4779;1878;Intertek USA Inc. IC Code 101;12003394;7/30/2025;2025/7;PCR003;Andrea Forsyth;Qualitative test GMO;12;;;;0;112.80;USD;1071.26
4561;2121;Lebu SRL;12003264;6/30/2025;2025/6;Lab No;Agustin Uteda;SE-25-0413;1;;;;0;0.00;USD;0.00
4561;2121;Lebu SRL;12003264;6/30/2025;2025/6;PP001;Agustin Uteda;DNA-preparation - bulk 1;12;;;;0;2064.00;USD;19932.05
4561;2121;Lebu SRL;12003264;6/30/2025;2025/6;QLB03;Agustin Uteda;Qualitative test - GM;84;;;;0;1344.00;USD;12979.01
4556;808;Institut Sénégalais de Recherches Agricoles (ISRA-CERAAS);12003319;7/28/2025;2025/7;Lab No;Ashton Sturm;SE-25-0443, 4 pl Sorghum 20 SNP;1;;;;0;0.00;USD;0.00
4556;808;Institut Sénégalais de Recherches Agricoles (ISRA-CERAAS);12003319;7/28/2025;2025/7;EXT001;Ashton Sturm;DNA preparation standard high-throughput;384;;;;0;825.60;USD;7972.82
4556;808;Institut Sénégalais de Recherches Agricoles (ISRA-CERAAS);12003319;7/28/2025;2025/7;SNP02;Ashton Sturm;SNP-genotyping routine <10 SNPs/plate;7680;;;;0;844.80;USD;8158.23
4556;808;Institut Sénégalais de Recherches Agricoles (ISRA-CERAAS);12003319;7/28/2025;2025/7;PTU009;Ashton Sturm;Additional 30% to total invoice value for orders of 4, 5, 6;1;;;;0;501.12;USD;4839.32
4556;808;Institut Sénégalais de Recherches Agricoles (ISRA-CERAAS);12003319;7/28/2025;2025/7;Fritext;Ashton Sturm;Invoice to: ashton.sturm@colostate.edu;1;;;;0;0.00;USD;0.00
4713;;Hushållningssällskapet i Skåne;12003329;7/29/2025;2025/7;Fritext;Andreas Andersson;SE-25-0717;1;;;;0;0.00;SEK;0.00
4713;;Hushållningssällskapet i Skåne;12003329;7/29/2025;2025/7;TPC004;Andreas Andersson;Soil Campaign package club root, incl. DNA prep;5;;;;0;8725.00;SEK;8725.00
4756;2479;North Carolina State University;12003299;7/28/2025;2025/7;Lab No;Craig Yenko;SE-25-0378, 5 pl Sweet Potato 10 SNP;1;;;;0;0.00;USD;0.00
4756;2479;North Carolina State University;12003299;7/28/2025;2025/7;SNP04;Craig Yenko;SNP-genotyping routine test - sets of 4 plates;768;;;;0;2304.00;USD;21881.09
4756;2479;North Carolina State University;12003299;7/28/2025;2025/7;Fritext;Craig Yenko;Order contact: spfraher@ncsu.edu;1;;;;0;0.00;USD;0.00
4756;2479;North Carolina State University;12003299;7/28/2025;2025/7;Fritext;Craig Yenko;Invoice contact: Craig Yencho;1;;;;0;0.00;USD;0.00
4756;2479;North Carolina State University;12003299;7/28/2025;2025/7;Fritext;Craig Yenko;2721 Founders Drive;1;;;;0;0.00;USD;0.00
4756;2479;North Carolina State University;12003299;7/28/2025;2025/7;Fritext;Craig Yenko;Room 214-A Kilgore Hall, Box 7609;1;;;;0;0.00;USD;0.00
4756;2479;North Carolina State University;12003299;7/28/2025;2025/7;Fritext;Craig Yenko;North Carolina State University;1;;;;0;0.00;USD;0.00
4756;2479;North Carolina State University;12003299;7/28/2025;2025/7;Fritext;Craig Yenko;27607 Raleigh, NC;1;;;;0;0.00;USD;0.00
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;Lab No;E hwa/S Bhosale;SE-24-1725, 5 pl pearl millet;1;;;;0;0.00;USD;0.00
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;EXD01;E hwa/S Bhosale;DArTag Routine 1K;1;;;;0;4636.80;USD;44035.69
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;EXT004;E hwa/S Bhosale;DNA preparation High molecular weight (Method A);282;;;;0;1099.80;USD;10444.80
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;ADS005;E hwa/S Bhosale;Administration fee shipment, incl. emballage;1;;;;0;66.00;USD;626.80
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;ADS008;E hwa/S Bhosale;Shipment actual costs;1;;;;0;132.00;USD;1253.60
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;OSV005;E hwa/S Bhosale;Administration fee - Other services;1;;;;0;59.00;USD;560.32
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;Fritext;E hwa/S Bhosale;The additional admin fee is for:;1;;;;0;0.00;USD;0.00
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;Fritext;E hwa/S Bhosale;Gathering two orders into 1 at Dart;1;;;;0;0.00;USD;0.00
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;Fritext;E hwa/S Bhosale;and gathering split jobs into 1 invoice;1;;;;0;0.00;USD;0.00
4657;4159;ICRISAT-WCA;12003287;6/29/2025;2025/6;Fritext;E hwa/S Bhosale;order Contact: riyazaddin.mohammed@icrisat.org;1;;;;0;0.00;USD;0.00
4705;2441;Nils-Erik Johansson Borgans lantbruk AB;12003333;7/29/2025;2025/7;Fritext;Nils-Erik Johansson;SE-25-0701;1;;;;0;0.00;SEK;0.00
4705;2441;Nils-Erik Johansson Borgans lantbruk AB;12003333;7/29/2025;2025/7;TPS006;Nils-Erik Johansson;Soil Package club root, incl. DNA prep;2;;;;0;4834.00;SEK;4834.00
4588;1457;HSR PTY LTD;12003274;6/30/2025;2025/6;Fritext;Karla Austin;SE-25-0558;1;;;;0;0.00;EUR;0.00
4588;1457;HSR PTY LTD;12003274;6/30/2025;2025/6;PP001;Karla Austin;DNA-preparation - bulk 1;2;;;;0;302.00;EUR;3293.91
4588;1457;HSR PTY LTD;12003274;6/30/2025;2025/6;QLB03;Karla Austin;Qualitative test - GM;6;;;;0;84.00;EUR;916.19
4588;1457;HSR PTY LTD;12003274;6/30/2025;2025/6;XX050;Karla Austin;Accelerated turnaround time Express;1;;;;0;193.00;EUR;2105.05
4589;1457;HSR PTY LTD;12003273;6/30/2025;2025/6;Fritext;Karla Austin;SE-25-0585;1;;;;0;0.00;EUR;0.00
4589;1457;HSR PTY LTD;12003273;6/30/2025;2025/6;PP001;Karla Austin;DNA-preparation - bulk 1;14;;;;0;2114.00;EUR;23057.40
